Date,GLD,IWM,QQQ,SPY,TLT,VNQ
2009-03-19,94.3499984741211,32.87007522583008,25.684757232666016,57.88618087768555,63.96956253051758,12.80041217803955
2009-03-20,93.58999633789062,31.734973907470703,25.293819427490234,56.653507232666016,63.61458969116211,11.696843147277832
2009-03-23,92.08000183105469,34.43378448486328,26.784751892089844,60.72288513183594,63.063636779785156,13.588683128356934
2009-03-24,90.94999694824219,33.09672164916992,26.290668487548828,59.52647018432617,63.663570404052734,12.541049003601074
2009-03-25,91.9800033569336,34.02845764160156,26.412019729614258,60.1541862487793,62.806549072265625,12.747458457946777
2009-03-26,91.93000030517578,35.34244155883789,27.226825714111328,61.38019561767578,63.53500747680664,13.032699584960938
2009-03-27,90.69000244140625,34.155860900878906,26.715408325195312,60.27238464355469,64.00634002685547,12.451849937438965
2009-03-30,89.9800033569336,33.17634201049805,26.05661964416504,58.18971252441406,64.251220703125,11.772470474243164
2009-03-31,90.27999877929688,33.4869270324707,26.281997680664062,58.72882843017578,64.71031951904297,12.591876983642578
2009-04-01,91.02999877929688,34.06825637817383,26.672075271606445,59.86617660522461,65.30089569091797,12.524456977844238
2009-04-02,88.80000305175781,35.7724723815918,27.530208587646484,61.616512298583984,64.50283813476562,13.432024002075195
2009-04-03,87.58999633789062,36.337886810302734,28.041637420654297,62.22952651977539,63.18292236328125,14.588529586791992
2009-04-06,85.2699966430664,35.71671676635742,27.972288131713867,61.74208068847656,62.912811279296875,14.422569274902344
2009-04-07,86.73999786376953,34.450531005859375,27.235502243041992,60.30192184448242,63.072383880615234,13.34385871887207
2009-04-08,86.61000061035156,35.08761215209961,27.694902420043945,60.95185470581055,63.63106155395508,13.540929794311523
2009-04-09,86.30999755859375,37.14220428466797,28.553050994873047,63.374267578125,62.8329963684082,15.356075286865234
2009-04-13,87.87999725341797,37.15815353393555,28.509723663330078,63.389034271240234,63.4100456237793,15.402749061584473
